id,customer_id,order_date,product,pack_size,channel,segment,subscription
O05267,C3669,2026-07-30,bar,12-bar box,marketplace,gym_regular,no
O05268,C3870,2026-07-30,bar,12-bar box,d2c,gym_regular,no
O05269,C3919,2026-07-30,bar,12-bar box,d2c,beginner,yes
O05270,C0135,2026-07-31,bar,12-bar box,marketplace,gym_regular,no
O05271,C0202,2026-07-31,bar,12-bar box,d2c,gym_regular,yes
O05272,C0628,2026-07-31,bar,12-bar box,marketplace,beginner,no
O05273,C0712,2026-07-31,bar,12-bar box,marketplace,beginner,no
O05274,C0778,2026-07-31,bar,12-bar box,marketplace,endurance,no
O05275,C0830,2026-07-31,bar,12-bar box,d2c,endurance,no
O05276,C1007,2026-07-31,bar,12-bar box,marketplace,vegetarian,no
O05277,C1155,2026-07-31,bar,12-bar box,d2c,gym_regular,yes
O05278,C1245,2026-07-31,bar,12-bar box,d2c,weight_loss,yes
O05279,C1264,2026-07-31,bar,12-bar box,marketplace,gym_regular,no
O05280,C1270,2026-07-31,bar,12-bar box,marketplace,endurance,no
O05281,C1493,2026-07-31,bar,12-bar box,marketplace,beginner,no
O05282,C1678,2026-07-31,bar,12-bar box,d2c,gym_regular,yes
O05283,C1711,2026-07-31,bar,12-bar box,d2c,beginner,yes
O05284,C1777,2026-07-31,bar,12-bar box,d2c,weight_loss,no
O05285,C2074,2026-07-31,bar,12-bar box,d2c,weight_loss,yes
O05286,C2255,2026-07-31,bar,12-bar box,d2c,gym_regular,no
O05287,C3189,2026-07-31,bar,12-bar box,d2c,gym_regular,yes
O05288,C3276,2026-07-31,bar,12-bar box,d2c,weight_loss,yes
O05289,C3295,2026-07-31,bar,12-bar box,d2c,weight_loss,no
O05290,C3301,2026-07-31,bar,12-bar box,d2c,vegetarian,yes
O05291,C3421,2026-07-31,bar,12-bar box,d2c,beginner,yes
O05292,C3497,2026-07-31,bar,12-bar box,d2c,endurance,yes
O05293,C3849,2026-07-31,bar,12-bar box,d2c,gym_regular,yes
O05294,C3872,2026-07-31,bar,12-bar box,marketplace,gym_regular,no
O05295,C0144,2026-08-01,bar,12-bar box,d2c,weight_loss,yes
O05296,C0183,2026-08-01,bar,12-bar box,marketplace,gym_regular,no
O05297,C0416,2026-08-01,bar,12-bar box,d2c,weight_loss,yes
O05298,C0466,2026-08-01,bar,12-bar box,marketplace,vegetarian,no
O05299,C0481,2026-08-01,bar,12-bar box,marketplace,gym_regular,no
O05300,C0537,2026-08-01,bar,12-bar box,d2c,gym_regular,no
O05301,C0577,2026-08-01,bar,12-bar box,d2c,vegetarian,no
O05302,C0594,2026-08-01,bar,12-bar box,d2c,endurance,yes
O05303,C0617,2026-08-01,bar,12-bar box,d2c,gym_regular,yes
O05304,C0799,2026-08-01,bar,12-bar box,d2c,gym_regular,yes
O05305,C1527,2026-08-01,bar,12-bar box,marketplace,endurance,no
O05306,C1699,2026-08-01,bar,12-bar box,d2c,beginner,no
O05307,C1717,2026-08-01,bar,12-bar box,marketplace,vegetarian,no
O05308,C1822,2026-08-01,bar,12-bar box,d2c,beginner,no
O05309,C1902,2026-08-01,bar,12-bar box,d2c,vegetarian,no
O05310,C1905,2026-08-01,bar,12-bar box,d2c,gym_regular,yes
O05311,C2279,2026-08-01,bar,12-bar box,marketplace,vegetarian,no
O05312,C2281,2026-08-01,bar,12-bar box,d2c,gym_regular,no
O05313,C2387,2026-08-01,bar,12-bar box,d2c,gym_regular,no
O05314,C2436,2026-08-01,bar,12-bar box,d2c,beginner,no
O05315,C2528,2026-08-01,bar,12-bar box,d2c,beginner,no
O05316,C2557,2026-08-01,bar,12-bar box,d2c,weight_loss,no
O05317,C2579,2026-08-01,bar,12-bar box,d2c,gym_regular,no
O05318,C2594,2026-08-01,bar,12-bar box,d2c,weight_loss,no
O05319,C2628,2026-08-01,bar,12-bar box,marketplace,weight_loss,no
O05320,C2695,2026-08-01,bar,12-bar box,d2c,weight_loss,yes
O05321,C2717,2026-08-01,bar,12-bar box,d2c,gym_regular,yes
O05322,C2769,2026-08-01,bar,12-bar box,marketplace,gym_regular,no
O05323,C3110,2026-08-01,bar,12-bar box,d2c,gym_regular,yes
O05324,C3140,2026-08-01,bar,12-bar box,d2c,endurance,yes
O05325,C3145,2026-08-01,bar,12-bar box,marketplace,weight_loss,no
O05326,C3239,2026-08-01,bar,12-bar box,d2c,vegetarian,no
O05327,C3371,2026-08-01,bar,12-bar box,d2c,gym_regular,yes
O05328,C3375,2026-08-01,bar,12-bar box,d2c,gym_regular,no
O05329,C3521,2026-08-01,bar,12-bar box,d2c,endurance,no
O05330,C3747,2026-08-01,bar,12-bar box,marketplace,beginner,no
O05331,C3819,2026-08-01,bar,12-bar box,d2c,weight_loss,yes
O05332,C3948,2026-08-01,bar,12-bar box,d2c,weight_loss,no
O05333,C3958,2026-08-01,bar,12-bar box,marketplace,weight_loss,no
O05334,C3961,2026-08-01,bar,12-bar box,marketplace,gym_regular,no
O05335,C0164,2026-08-02,bar,12-bar box,marketplace,gym_regular,no
O05336,C0279,2026-08-02,bar,12-bar box,marketplace,gym_regular,no
O05337,C0871,2026-08-02,bar,12-bar box,d2c,vegetarian,no
O05338,C0893,2026-08-02,bar,12-bar box,d2c,beginner,no
O05339,C1040,2026-08-02,bar,12-bar box,marketplace,gym_regular,no
O05340,C1113,2026-08-02,bar,12-bar box,d2c,vegetarian,yes
O05341,C1196,2026-08-02,bar,12-bar box,d2c,weight_loss,yes
O05342,C1207,2026-08-02,bar,12-bar box,d2c,gym_regular,no
O05343,C1535,2026-08-02,bar,12-bar box,d2c,gym_regular,yes
O05344,C1644,2026-08-02,bar,12-bar box,marketplace,vegetarian,no
O05345,C1680,2026-08-02,bar,12-bar box,d2c,gym_regular,yes
O05346,C1805,2026-08-02,bar,12-bar box,d2c,gym_regular,yes
O05347,C2045,2026-08-02,bar,12-bar box,marketplace,beginner,no
O05348,C2049,2026-08-02,bar,12-bar box,d2c,weight_loss,yes
O05349,C2089,2026-08-02,bar,12-bar box,d2c,weight_loss,yes
O05350,C2155,2026-08-02,bar,12-bar box,d2c,beginner,yes
O05351,C2208,2026-08-02,bar,12-bar box,marketplace,beginner,no
O05352,C2304,2026-08-02,bar,12-bar box,d2c,gym_regular,yes
O05353,C2370,2026-08-02,bar,12-bar box,d2c,gym_regular,yes
O05354,C2375,2026-08-02,bar,12-bar box,marketplace,gym_regular,no
O05355,C2394,2026-08-02,bar,12-bar box,marketplace,gym_regular,no
O05356,C3354,2026-08-02,bar,12-bar box,marketplace,endurance,no
O05357,C3988,2026-08-02,bar,12-bar box,marketplace,gym_regular,no
O05358,C0560,2026-08-03,bar,12-bar box,d2c,vegetarian,yes
O05359,C0855,2026-08-03,bar,12-bar box,d2c,weight_loss,yes
O05360,C0969,2026-08-03,bar,12-bar box,marketplace,weight_loss,no
O05361,C1058,2026-08-03,bar,12-bar box,d2c,weight_loss,no
O05362,C1111,2026-08-03,bar,12-bar box,d2c,beginner,no
O05363,C1186,2026-08-03,bar,12-bar box,d2c,endurance,no
O05364,C1458,2026-08-03,bar,12-bar box,marketplace,gym_regular,no
O05365,C1668,2026-08-03,bar,12-bar box,d2c,gym_regular,no
O05366,C1756,2026-08-03,bar,12-bar box,d2c,vegetarian,yes
O05367,C2004,2026-08-03,bar,12-bar box,marketplace,gym_regular,no
O05368,C2071,2026-08-03,bar,12-bar box,d2c,vegetarian,yes
O05369,C2354,2026-08-03,bar,12-bar box,d2c,beginner,no
O05370,C2357,2026-08-03,bar,12-bar box,d2c,gym_regular,no
O05371,C2481,2026-08-03,bar,12-bar box,d2c,vegetarian,no
O05372,C2535,2026-08-03,bar,12-bar box,marketplace,gym_regular,no
O05373,C2567,2026-08-03,bar,12-bar box,d2c,beginner,no
O05374,C2637,2026-08-03,bar,12-bar box,d2c,gym_regular,no
O05375,C2754,2026-08-03,bar,12-bar box,marketplace,vegetarian,no
O05376,C2782,2026-08-03,bar,12-bar box,marketplace,gym_regular,no
O05377,C2783,2026-08-03,bar,12-bar box,d2c,gym_regular,yes
O05378,C2933,2026-08-03,bar,12-bar box,d2c,gym_regular,yes
O05379,C3198,2026-08-03,bar,12-bar box,marketplace,endurance,no
O05380,C3249,2026-08-03,bar,12-bar box,marketplace,gym_regular,no
O05381,C3321,2026-08-03,bar,12-bar box,d2c,weight_loss,yes
O05382,C3505,2026-08-03,bar,12-bar box,marketplace,vegetarian,no
O05383,C3602,2026-08-03,bar,12-bar box,d2c,weight_loss,no
O05384,C3604,2026-08-03,bar,12-bar box,d2c,gym_regular,yes
O05385,C3772,2026-08-03,bar,12-bar box,marketplace,weight_loss,no
O05386,C3890,2026-08-03,bar,12-bar box,marketplace,gym_regular,no
O05387,C3899,2026-08-03,bar,12-bar box,d2c,beginner,no
O05388,C4000,2026-08-03,bar,12-bar box,d2c,beginner,no
O05389,C0030,2026-08-04,bar,12-bar box,d2c,weight_loss,yes
O05390,C0134,2026-08-04,bar,12-bar box,marketplace,gym_regular,no
O05391,C0175,2026-08-04,bar,12-bar box,d2c,weight_loss,no
O05392,C0200,2026-08-04,bar,12-bar box,marketplace,gym_regular,no
O05393,C0543,2026-08-04,bar,12-bar box,d2c,weight_loss,no
O05394,C0808,2026-08-04,bar,12-bar box,marketplace,vegetarian,no
O05395,C0883,2026-08-04,bar,12-bar box,marketplace,endurance,no
O05396,C0928,2026-08-04,bar,12-bar box,marketplace,vegetarian,no
O05397,C0979,2026-08-04,bar,12-bar box,d2c,gym_regular,no
O05398,C1017,2026-08-04,bar,12-bar box,marketplace,beginner,no
O05399,C1347,2026-08-04,bar,12-bar box,d2c,gym_regular,yes
O05400,C1371,2026-08-04,bar,12-bar box,d2c,beginner,no
O05401,C1435,2026-08-04,bar,12-bar box,d2c,beginner,yes
O05402,C1489,2026-08-04,bar,12-bar box,d2c,vegetarian,no
O05403,C1620,2026-08-04,bar,12-bar box,d2c,gym_regular,yes
O05404,C1636,2026-08-04,bar,12-bar box,marketplace,beginner,no
O05405,C1885,2026-08-04,bar,12-bar box,marketplace,gym_regular,no
O05406,C1982,2026-08-04,bar,12-bar box,d2c,beginner,no
O05407,C2028,2026-08-04,bar,12-bar box,marketplace,vegetarian,no
O05408,C2351,2026-08-04,bar,12-bar box,d2c,gym_regular,yes
O05409,C2631,2026-08-04,bar,12-bar box,marketplace,weight_loss,no
O05410,C2636,2026-08-04,bar,12-bar box,d2c,beginner,yes
O05411,C2736,2026-08-04,bar,12-bar box,marketplace,beginner,no
O05412,C2964,2026-08-04,bar,12-bar box,marketplace,weight_loss,no
O05413,C3080,2026-08-04,bar,12-bar box,d2c,gym_regular,yes
O05414,C3363,2026-08-04,bar,12-bar box,marketplace,beginner,no
O05415,C3516,2026-08-04,bar,12-bar box,d2c,gym_regular,no
O05416,C3688,2026-08-04,bar,12-bar box,d2c,weight_loss,yes
O05417,C0016,2026-08-05,bar,12-bar box,d2c,vegetarian,yes
O05418,C0041,2026-08-05,bar,12-bar box,d2c,vegetarian,yes
O05419,C0140,2026-08-05,bar,12-bar box,d2c,endurance,yes
O05420,C0574,2026-08-05,bar,12-bar box,d2c,beginner,no
O05421,C0586,2026-08-05,bar,12-bar box,marketplace,weight_loss,no
O05422,C0614,2026-08-05,bar,12-bar box,d2c,vegetarian,yes
O05423,C0730,2026-08-05,bar,12-bar box,d2c,gym_regular,yes
O05424,C0770,2026-08-05,bar,12-bar box,marketplace,beginner,no
O05425,C0874,2026-08-05,bar,12-bar box,marketplace,endurance,no
O05426,C0989,2026-08-05,bar,12-bar box,d2c,gym_regular,yes
O05427,C1004,2026-08-05,bar,12-bar box,d2c,vegetarian,no
O05428,C1005,2026-08-05,bar,12-bar box,d2c,weight_loss,yes
O05429,C1031,2026-08-05,bar,12-bar box,marketplace,gym_regular,no
O05430,C1090,2026-08-05,bar,12-bar box,d2c,weight_loss,no
O05431,C1106,2026-08-05,bar,12-bar box,d2c,weight_loss,yes
O05432,C1137,2026-08-05,bar,12-bar box,d2c,gym_regular,no
O05433,C1154,2026-08-05,bar,12-bar box,d2c,endurance,yes
O05434,C1215,2026-08-05,bar,12-bar box,d2c,gym_regular,no
O05435,C1398,2026-08-05,bar,12-bar box,marketplace,gym_regular,no
O05436,C1594,2026-08-05,bar,12-bar box,marketplace,beginner,no
O05437,C1646,2026-08-05,bar,12-bar box,marketplace,beginner,no
O05438,C1656,2026-08-05,bar,12-bar box,d2c,beginner,yes
O05439,C1910,2026-08-05,bar,12-bar box,marketplace,weight_loss,no
O05440,C2050,2026-08-05,bar,12-bar box,d2c,endurance,no
O05441,C2065,2026-08-05,bar,12-bar box,d2c,gym_regular,yes
O05442,C2135,2026-08-05,bar,12-bar box,d2c,vegetarian,yes
O05443,C2214,2026-08-05,bar,12-bar box,d2c,gym_regular,yes
O05444,C2247,2026-08-05,bar,12-bar box,marketplace,vegetarian,no
O05445,C2361,2026-08-05,bar,12-bar box,d2c,vegetarian,yes
O05446,C2376,2026-08-05,bar,12-bar box,marketplace,weight_loss,no
O05447,C2500,2026-08-05,bar,12-bar box,d2c,beginner,no
O05448,C2576,2026-08-05,bar,12-bar box,marketplace,gym_regular,no
O05449,C2597,2026-08-05,bar,12-bar box,d2c,gym_regular,no
O05450,C2801,2026-08-05,bar,12-bar box,d2c,gym_regular,no
O05451,C2980,2026-08-05,bar,12-bar box,marketplace,beginner,no
O05452,C3333,2026-08-05,bar,12-bar box,d2c,endurance,no
O05453,C3335,2026-08-05,bar,12-bar box,d2c,vegetarian,yes
O05454,C3337,2026-08-05,bar,12-bar box,d2c,gym_regular,yes
O05455,C3524,2026-08-05,bar,12-bar box,d2c,endurance,no
O05456,C3570,2026-08-05,bar,12-bar box,marketplace,gym_regular,no
O05457,C3637,2026-08-05,bar,12-bar box,d2c,gym_regular,yes
O05458,C3638,2026-08-05,bar,12-bar box,marketplace,vegetarian,no
O05459,C3912,2026-08-05,bar,12-bar box,marketplace,gym_regular,no
O05460,C3925,2026-08-05,bar,12-bar box,marketplace,beginner,no
O05461,C3937,2026-08-05,bar,12-bar box,d2c,weight_loss,yes
O05462,C0085,2026-08-06,bar,12-bar box,d2c,weight_loss,no
O05463,C0209,2026-08-06,bar,12-bar box,d2c,endurance,yes
O05464,C0444,2026-08-06,bar,12-bar box,marketplace,gym_regular,no
O05465,C0522,2026-08-06,bar,12-bar box,marketplace,beginner,no
O05466,C0569,2026-08-06,bar,12-bar box,marketplace,beginner,no
O05467,C0668,2026-08-06,bar,12-bar box,marketplace,gym_regular,no
O05468,C0951,2026-08-06,bar,12-bar box,marketplace,gym_regular,no
O05469,C0993,2026-08-06,bar,12-bar box,d2c,vegetarian,yes
O05470,C1012,2026-08-06,bar,12-bar box,d2c,vegetarian,no
O05471,C1025,2026-08-06,bar,12-bar box,d2c,gym_regular,yes
O05472,C1179,2026-08-06,bar,12-bar box,marketplace,weight_loss,no
O05473,C1254,2026-08-06,bar,12-bar box,d2c,vegetarian,yes
O05474,C1377,2026-08-06,bar,12-bar box,d2c,beginner,yes
O05475,C1430,2026-08-06,bar,12-bar box,d2c,weight_loss,yes
O05476,C1530,2026-08-06,bar,12-bar box,marketplace,gym_regular,no
O05477,C1593,2026-08-06,bar,12-bar box,marketplace,gym_regular,no
O05478,C1866,2026-08-06,bar,12-bar box,d2c,endurance,no
O05479,C1869,2026-08-06,bar,12-bar box,d2c,vegetarian,no
O05480,C1972,2026-08-06,bar,12-bar box,marketplace,weight_loss,no
O05481,C2005,2026-08-06,bar,12-bar box,d2c,weight_loss,yes
O05482,C2063,2026-08-06,bar,12-bar box,d2c,endurance,no
O05483,C2300,2026-08-06,bar,12-bar box,marketplace,endurance,no
O05484,C2453,2026-08-06,bar,12-bar box,d2c,beginner,no
O05485,C2877,2026-08-06,bar,12-bar box,d2c,beginner,yes
O05486,C2918,2026-08-06,bar,12-bar box,marketplace,gym_regular,no
O05487,C2936,2026-08-06,bar,12-bar box,d2c,endurance,yes
O05488,C3128,2026-08-06,bar,12-bar box,marketplace,gym_regular,no
O05489,C3175,2026-08-06,bar,12-bar box,d2c,weight_loss,no
O05490,C3287,2026-08-06,bar,12-bar box,d2c,beginner,yes
O05491,C3390,2026-08-06,bar,12-bar box,d2c,gym_regular,no
O05492,C3392,2026-08-06,bar,12-bar box,d2c,gym_regular,no
O05493,C3587,2026-08-06,bar,12-bar box,d2c,gym_regular,yes
O05494,C3590,2026-08-06,bar,12-bar box,d2c,weight_loss,yes
O05495,C3666,2026-08-06,bar,12-bar box,marketplace,endurance,no
O05496,C3813,2026-08-06,bar,12-bar box,d2c,endurance,yes
O05497,C3959,2026-08-06,bar,12-bar box,marketplace,gym_regular,no
O05498,C0021,2026-08-07,bar,12-bar box,d2c,endurance,yes
O05499,C0178,2026-08-07,bar,12-bar box,d2c,vegetarian,no
O05500,C0396,2026-08-07,bar,12-bar box,marketplace,vegetarian,no
O05501,C0435,2026-08-07,bar,12-bar box,marketplace,gym_regular,no
O05502,C0496,2026-08-07,bar,12-bar box,d2c,gym_regular,no
O05503,C0573,2026-08-07,bar,12-bar box,d2c,endurance,no
O05504,C0623,2026-08-07,bar,12-bar box,marketplace,gym_regular,no
O05505,C1069,2026-08-07,bar,12-bar box,d2c,gym_regular,yes
O05506,C1177,2026-08-07,bar,12-bar box,marketplace,weight_loss,no
O05507,C1305,2026-08-07,bar,12-bar box,d2c,vegetarian,yes
O05508,C1360,2026-08-07,bar,12-bar box,d2c,weight_loss,no
O05509,C1402,2026-08-07,bar,12-bar box,d2c,weight_loss,no
O05510,C1432,2026-08-07,bar,12-bar box,marketplace,beginner,no
O05511,C1437,2026-08-07,bar,12-bar box,d2c,weight_loss,yes
O05512,C1641,2026-08-07,bar,12-bar box,d2c,gym_regular,yes
O05513,C1682,2026-08-07,bar,12-bar box,d2c,gym_regular,no
O05514,C1745,2026-08-07,bar,12-bar box,marketplace,beginner,no
O05515,C1794,2026-08-07,bar,12-bar box,d2c,gym_regular,yes
O05516,C1862,2026-08-07,bar,12-bar box,d2c,vegetarian,yes
O05517,C2193,2026-08-07,bar,12-bar box,d2c,vegetarian,no
O05518,C2219,2026-08-07,bar,12-bar box,d2c,beginner,yes
O05519,C2320,2026-08-07,bar,12-bar box,d2c,weight_loss,yes
O05520,C2389,2026-08-07,bar,12-bar box,d2c,beginner,yes
O05521,C2448,2026-08-07,bar,12-bar box,marketplace,endurance,no
O05522,C2459,2026-08-07,bar,12-bar box,d2c,gym_regular,no
O05523,C2501,2026-08-07,bar,12-bar box,d2c,vegetarian,no
O05524,C2605,2026-08-07,bar,12-bar box,d2c,vegetarian,yes
O05525,C2800,2026-08-07,bar,12-bar box,d2c,gym_regular,no
O05526,C3537,2026-08-07,bar,12-bar box,d2c,vegetarian,no
O05527,C3561,2026-08-07,bar,12-bar box,marketplace,vegetarian,no
O05528,C3616,2026-08-07,bar,12-bar box,d2c,gym_regular,no
O05529,C3719,2026-08-07,bar,12-bar box,d2c,vegetarian,yes
O05530,C3826,2026-08-07,bar,12-bar box,d2c,weight_loss,yes
O05531,C3987,2026-08-07,bar,12-bar box,marketplace,endurance,no
O05532,C0020,2026-08-08,bar,12-bar box,d2c,gym_regular,yes
O05533,C0276,2026-08-08,bar,12-bar box,d2c,gym_regular,yes
O05534,C0370,2026-08-08,bar,12-bar box,d2c,gym_regular,yes
O05535,C0487,2026-08-08,bar,12-bar box,marketplace,weight_loss,no
O05536,C0506,2026-08-08,bar,12-bar box,d2c,vegetarian,no
O05537,C0965,2026-08-08,bar,12-bar box,d2c,endurance,yes
O05538,C1124,2026-08-08,bar,12-bar box,marketplace,weight_loss,no
O05539,C1156,2026-08-08,bar,12-bar box,d2c,vegetarian,yes
O05540,C1319,2026-08-08,bar,12-bar box,d2c,vegetarian,yes
O05541,C1391,2026-08-08,bar,12-bar box,d2c,weight_loss,no
O05542,C1408,2026-08-08,bar,12-bar box,marketplace,beginner,no
O05543,C1512,2026-08-08,bar,12-bar box,marketplace,gym_regular,no
O05544,C1576,2026-08-08,bar,12-bar box,d2c,gym_regular,no
O05545,C1622,2026-08-08,bar,12-bar box,d2c,weight_loss,no
O05546,C1649,2026-08-08,bar,12-bar box,marketplace,weight_loss,no
O05547,C1654,2026-08-08,bar,12-bar box,d2c,endurance,no
O05548,C1706,2026-08-08,bar,12-bar box,d2c,beginner,no
O05549,C1845,2026-08-08,bar,12-bar box,d2c,weight_loss,yes
O05550,C1884,2026-08-08,bar,12-bar box,marketplace,beginner,no
O05551,C2032,2026-08-08,bar,12-bar box,marketplace,vegetarian,no
O05552,C2175,2026-08-08,bar,12-bar box,marketplace,weight_loss,no
O05553,C2321,2026-08-08,bar,12-bar box,d2c,gym_regular,yes
O05554,C2332,2026-08-08,bar,12-bar box,d2c,gym_regular,yes
O05555,C2707,2026-08-08,bar,12-bar box,d2c,gym_regular,no
O05556,C2827,2026-08-08,bar,12-bar box,d2c,beginner,yes
O05557,C2888,2026-08-08,bar,12-bar box,d2c,beginner,yes
O05558,C2925,2026-08-08,bar,12-bar box,marketplace,endurance,no
O05559,C3214,2026-08-08,bar,12-bar box,d2c,vegetarian,no
O05560,C3268,2026-08-08,bar,12-bar box,d2c,gym_regular,yes
O05561,C3280,2026-08-08,bar,12-bar box,d2c,gym_regular,yes
O05562,C3364,2026-08-08,bar,12-bar box,marketplace,gym_regular,no
O05563,C3431,2026-08-08,bar,12-bar box,marketplace,beginner,no
O05564,C3440,2026-08-08,bar,12-bar box,d2c,beginner,no
O05565,C3467,2026-08-08,bar,12-bar box,d2c,beginner,yes
O05566,C3558,2026-08-08,bar,12-bar box,d2c,endurance,no
O05567,C3712,2026-08-08,bar,12-bar box,d2c,gym_regular,yes
O05568,C3781,2026-08-08,bar,12-bar box,d2c,vegetarian,yes
O05569,C3788,2026-08-08,bar,12-bar box,d2c,gym_regular,no
O05570,C3824,2026-08-08,bar,12-bar box,d2c,endurance,yes
O05571,C3837,2026-08-08,bar,12-bar box,d2c,vegetarian,yes
O05572,C3934,2026-08-08,bar,12-bar box,marketplace,weight_loss,no
O05573,C3985,2026-08-08,bar,12-bar box,d2c,gym_regular,no
O05574,C0198,2026-08-09,bar,12-bar box,d2c,beginner,no
O05575,C0230,2026-08-09,bar,12-bar box,d2c,beginner,no
O05576,C0231,2026-08-09,bar,12-bar box,d2c,weight_loss,no
O05577,C0334,2026-08-09,bar,12-bar box,d2c,weight_loss,yes
O05578,C0352,2026-08-09,bar,12-bar box,marketplace,gym_regular,no
O05579,C0693,2026-08-09,bar,12-bar box,marketplace,gym_regular,no
O05580,C0724,2026-08-09,bar,12-bar box,marketplace,gym_regular,no
O05581,C0786,2026-08-09,bar,12-bar box,marketplace,gym_regular,no
O05582,C0788,2026-08-09,bar,12-bar box,marketplace,beginner,no
O05583,C0794,2026-08-09,bar,12-bar box,d2c,gym_regular,yes
O05584,C0863,2026-08-09,bar,12-bar box,d2c,beginner,no
O05585,C1140,2026-08-09,bar,12-bar box,d2c,gym_regular,yes
O05586,C1296,2026-08-09,bar,12-bar box,marketplace,weight_loss,no
O05587,C1630,2026-08-09,bar,12-bar box,d2c,endurance,yes
O05588,C1638,2026-08-09,bar,12-bar box,d2c,gym_regular,yes
O05589,C1735,2026-08-09,bar,12-bar box,d2c,vegetarian,no
O05590,C1785,2026-08-09,bar,12-bar box,marketplace,beginner,no
O05591,C1790,2026-08-09,bar,12-bar box,marketplace,weight_loss,no
O05592,C1993,2026-08-09,bar,12-bar box,marketplace,endurance,no
O05593,C2113,2026-08-09,bar,12-bar box,marketplace,gym_regular,no
O05594,C2210,2026-08-09,bar,12-bar box,d2c,weight_loss,no
O05595,C2305,2026-08-09,bar,12-bar box,d2c,vegetarian,yes
O05596,C2604,2026-08-09,bar,12-bar box,d2c,gym_regular,yes
O05597,C2733,2026-08-09,bar,12-bar box,d2c,gym_regular,yes
O05598,C3209,2026-08-09,bar,12-bar box,d2c,gym_regular,yes
O05599,C3336,2026-08-09,bar,12-bar box,d2c,gym_regular,yes
O05600,C3504,2026-08-09,bar,12-bar box,d2c,gym_regular,no
O05601,C3506,2026-08-09,bar,12-bar box,d2c,vegetarian,no
O05602,C3809,2026-08-09,bar,12-bar box,marketplace,gym_regular,no
O05603,C3895,2026-08-09,bar,12-bar box,marketplace,beginner,no
O05604,C3901,2026-08-09,bar,12-bar box,marketplace,gym_regular,no
O05605,C3910,2026-08-09,bar,12-bar box,d2c,beginner,yes
O05606,C0064,2026-08-10,bar,12-bar box,d2c,weight_loss,yes
O05607,C0114,2026-08-10,bar,12-bar box,d2c,endurance,no
O05608,C0167,2026-08-10,bar,12-bar box,d2c,endurance,yes
O05609,C0207,2026-08-10,bar,12-bar box,d2c,endurance,no
O05610,C0333,2026-08-10,bar,12-bar box,d2c,gym_regular,no
O05611,C0793,2026-08-10,bar,12-bar box,marketplace,gym_regular,no
O05612,C1224,2026-08-10,bar,12-bar box,marketplace,vegetarian,no
O05613,C1417,2026-08-10,bar,12-bar box,d2c,beginner,yes
O05614,C1473,2026-08-10,bar,12-bar box,d2c,weight_loss,yes
O05615,C1480,2026-08-10,bar,12-bar box,marketplace,gym_regular,no
O05616,C1685,2026-08-10,bar,12-bar box,d2c,beginner,no
O05617,C1810,2026-08-10,bar,12-bar box,marketplace,beginner,no
O05618,C2046,2026-08-10,bar,12-bar box,d2c,gym_regular,yes
O05619,C2083,2026-08-10,bar,12-bar box,marketplace,vegetarian,no
O05620,C2159,2026-08-10,bar,12-bar box,marketplace,vegetarian,no
O05621,C2185,2026-08-10,bar,12-bar box,d2c,gym_regular,yes
O05622,C2328,2026-08-10,bar,12-bar box,d2c,gym_regular,yes
O05623,C2380,2026-08-10,bar,12-bar box,marketplace,vegetarian,no
O05624,C2418,2026-08-10,bar,12-bar box,d2c,vegetarian,yes
O05625,C2730,2026-08-10,bar,12-bar box,marketplace,gym_regular,no
O05626,C2840,2026-08-10,bar,12-bar box,d2c,gym_regular,yes
O05627,C2937,2026-08-10,bar,12-bar box,marketplace,weight_loss,no
O05628,C2969,2026-08-10,bar,12-bar box,marketplace,gym_regular,no
O05629,C3134,2026-08-10,bar,12-bar box,d2c,gym_regular,yes
O05630,C3416,2026-08-10,bar,12-bar box,marketplace,gym_regular,no
O05631,C3426,2026-08-10,bar,12-bar box,d2c,gym_regular,yes
O05632,C3639,2026-08-10,bar,12-bar box,marketplace,weight_loss,no
O05633,C3647,2026-08-10,bar,12-bar box,marketplace,endurance,no
O05634,C3702,2026-08-10,bar,12-bar box,d2c,beginner,yes
O05635,C3705,2026-08-10,bar,12-bar box,d2c,gym_regular,yes
O05636,C3840,2026-08-10,bar,12-bar box,marketplace,vegetarian,no
O05637,C3945,2026-08-10,bar,12-bar box,marketplace,gym_regular,no
O05638,C3994,2026-08-10,bar,12-bar box,d2c,gym_regular,no
O05639,C0066,2026-08-11,bar,12-bar box,marketplace,gym_regular,no
O05640,C0110,2026-08-11,bar,12-bar box,d2c,gym_regular,yes
O05641,C0147,2026-08-11,bar,12-bar box,marketplace,gym_regular,no
O05642,C0158,2026-08-11,bar,12-bar box,marketplace,beginner,no
O05643,C0274,2026-08-11,bar,12-bar box,marketplace,weight_loss,no
O05644,C0302,2026-08-11,bar,12-bar box,d2c,endurance,yes
O05645,C0348,2026-08-11,bar,12-bar box,marketplace,vegetarian,no
O05646,C0516,2026-08-11,bar,12-bar box,d2c,weight_loss,no
O05647,C0739,2026-08-11,bar,12-bar box,d2c,weight_loss,no
O05648,C0787,2026-08-11,bar,12-bar box,d2c,gym_regular,yes
O05649,C0905,2026-08-11,bar,12-bar box,marketplace,vegetarian,no
O05650,C1118,2026-08-11,bar,12-bar box,marketplace,endurance,no
O05651,C1144,2026-08-11,bar,12-bar box,d2c,beginner,yes
O05652,C1294,2026-08-11,bar,12-bar box,d2c,endurance,yes
